tweet,label,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,Max
We apologise to the Government of Ekiti State for this error. We remain committed to improving our quality control processes to ensure accurate and transparent reporting of cases https://t.co/c6yPex9khE,real,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.6440358321546436,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.3470061291843467,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,topic_4
132 new cases of #COVID19Nigeria; Lagos-52 Gombe-27 Plateau-17 Kwara-10 Enugu-9 Ogun-9 Katsina-3 Ekiti-2 Bauchi-1 Osun-1 Rivers-1 56388 confirmed 44337 discharged 1083 deaths https://t.co/Enpey5u7xh,real,0.0004290004290004292,0.0004290004290004292,0.0004290004290004292,0.0004290004290004292,0.9914199914199918,0.0004290004290004292,0.0004290004290004292,0.0004290004290004292,0.0004290004290004292,0.0004290004290004292,0.0004290004290004292,0.0004290004290004292,0.0004290004290004292,0.0004290004290004292,0.0004290004290004292,0.0004290004290004292,0.0004290004290004292,0.0004290004290004292,0.0004290004290004292,0.0004290004290004292,0.0004290004290004292,topic_4
176 new cases of #COVID19; 95-Lagos 31-Oyo 11-FCT 8-Niger 8-Borno 6-Jigawa 4-Kaduna 3-Anambra 2-Edo 2-Rivers 2-Nasarawa 2-Bauchi 1-Benue 1-Zamfara 5621 cases of #COVID19 in Nigeria Discharged: 1472 Deaths: 176 https://t.co/VBFAS6YQYJ,real,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.9905704856199896,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,topic_4
290 new cases of #COVID19Nigeria; Lagos-82 Plateau-82 Oyo-19 FCT-18 Edo-16 Kaduna-15 Enugu-9 Ogun-9 Kano-8 Kwara-8 Cross River-5 Ondo-5 Rivers-5 Ekiti-4 Imo-3 Borno-2 46867 confirmed 33346 discharged 950 deaths https://t.co/d5sjk0gRls,real,0.00036350418029807346,0.00036350418029807346,0.00036350418029807346,0.00036350418029807346,0.9927299163940386,0.00036350418029807346,0.00036350418029807346,0.00036350418029807346,0.00036350418029807346,0.00036350418029807346,0.00036350418029807346,0.00036350418029807346,0.00036350418029807346,0.00036350418029807346,0.00036350418029807346,0.00036350418029807346,0.00036350418029807346,0.00036350418029807346,0.00036350418029807346,0.00036350418029807346,0.00036350418029807346,topic_4
328 new cases of #COVID19; Lagos-121 FCT-70 Bauchi-25 Rivers-18 Oyo-16 Kaduna-15 Gombe-14 Edo-13 Ogun-13 Jigawa-8 Enugu-6 Kano-5 Osun-2 Ondo-2 11844 cases of #COVID19Nigeria Discharged: 3696 Deaths: 333 https://t.co/XQ3B7O0yIb,real,0.0004492362982929024,0.0004492362982929024,0.0004492362982929024,0.0004492362982929024,0.9910152740341428,0.0004492362982929024,0.0004492362982929024,0.0004492362982929024,0.0004492362982929024,0.0004492362982929024,0.0004492362982929024,0.0004492362982929024,0.0004492362982929024,0.0004492362982929024,0.0004492362982929024,0.0004492362982929024,0.0004492362982929024,0.0004492362982929024,0.0004492362982929024,0.0004492362982929024,0.0004492362982929024,topic_4
437 new cases of #COVID19Nigeria; Lagos-107 FCT-91 Plateau-81 Kaduna-32 Ogun-30 Kwara-24 Ebonyi-19 Ekiti-17 Oyo-8 Borno-6 Edo-6 Kano-4 Nasarawa-3 Osun-3 Taraba-3 Gombe-2 Bauchi-1 46577 confirmed 33186 discharged 945 deaths https://t.co/d70c7hFaHc,real,0.00037792894935752096,0.00037792894935752096,0.00037792894935752096,0.00037792894935752096,0.9924414210128498,0.00037792894935752096,0.00037792894935752096,0.00037792894935752096,0.00037792894935752096,0.00037792894935752096,0.00037792894935752096,0.00037792894935752096,0.00037792894935752096,0.00037792894935752096,0.00037792894935752096,0.00037792894935752096,0.00037792894935752096,0.00037792894935752096,0.00037792894935752096,0.00037792894935752096,0.00037792894935752096,topic_4
Fourteen new cases of #COVID19 have been reported in Nigeria: 13 in Lagos and 1 in Delta State As at 09:30 pm 9th April there are 288 confirmed cases of #COVID19 reported in Nigeria. Fifty-one have been discharged with seven deaths https://t.co/DuP2SGUiTy,real,0.0004492362982929024,0.0004492362982929024,0.0004492362982929024,0.0004492362982929024,0.9910152740341428,0.0004492362982929024,0.0004492362982929024,0.0004492362982929024,0.0004492362982929024,0.0004492362982929024,0.0004492362982929024,0.0004492362982929024,0.0004492362982929024,0.0004492362982929024,0.0004492362982929024,0.0004492362982929024,0.0004492362982929024,0.0004492362982929024,0.0004492362982929024,0.0004492362982929024,0.0004492362982929024,topic_4
Five new cases of #COVID19 have been reported in Nigeria: 3 in FCT &amp; 2 in Oyo State As at 08:00 pm 27th March there are 70 cases of confirmed #COVID19 reported Nigeria. 3 have been discharged with 1 death. https://t.co/ptbxknBV7b,real,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.9905704856199896,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,topic_4
13464 cases of #COVID19Nigeria Discharged: 4206 Deaths: 365 A breakdown of cases by state can be found via https://t.co/A0NkMvZqE5 #TakeResponsibility https://t.co/toGrZ6v2AD,real,0.0007215007215007219,0.0007215007215007219,0.0007215007215007219,0.0007215007215007219,0.9098124098124104,0.0007215007215007219,0.0007215007215007219,0.0007215007215007219,0.0007215007215007219,0.07647907647907652,0.0007215007215007219,0.0007215007215007219,0.0007215007215007219,0.0007215007215007219,0.0007215007215007219,0.0007215007215007219,0.0007215007215007219,0.0007215007215007219,0.0007215007215007219,0.0007215007215007219,0.0007215007215007219,topic_4
490 new cases of #COVID19Nigeria; Lagos-142 FCT-60 Bayelsa-54 Rivers-39 Delta-37 Oyo-30 Kaduna-26 Imo-23 Enugu-19 Kwara-17 Gombe-11 Ondo-10 Bauchi-8 Ogun-7 Borno-6 Benue-1 17148 confirmed 5623 discharged 455 deaths https://t.co/wou7Q1PfIo,real,0.00041050903119868663,0.00041050903119868663,0.00041050903119868663,0.00041050903119868663,0.9917898193760268,0.00041050903119868663,0.00041050903119868663,0.00041050903119868663,0.00041050903119868663,0.00041050903119868663,0.00041050903119868663,0.00041050903119868663,0.00041050903119868663,0.00041050903119868663,0.00041050903119868663,0.00041050903119868663,0.00041050903119868663,0.00041050903119868663,0.00041050903119868663,0.00041050903119868663,0.00041050903119868663,topic_4
