tweet,label,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,Max
📢#CoronaVirusUpdates: 📍#COVID19 India Tracker (As on 7 September 2020 08:00 AM) ➡️Confirmed cases: 4204613 ➡️Recovered: 3250429 (77.3%)👍 ➡️Active cases: 882542 (21.0%) ➡️Deaths: 71642 (1.7%) #IndiaFightsCorona #IndiaWillWin #StaySafe Via @MoHFW_INDIA https://t.co/WVQslxqBPC,real,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.594530881659594,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.3965110796793962,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,topic_5
All 12 cases in the community are Auckland based. All are connected to the existing outbreak as close contacts of cases already reported. 2 of the new cases are household contacts of a previously reported case that is still under investigation - the GP from Mt Wellington.,real,0.03853144311159578,0.0003635041802980735,0.0003635041802980735,0.0003635041802980735,0.0003635041802980735,0.9163940385314432,0.03853144311159578,0.0003635041802980735,0.0003635041802980735,0.0003635041802980735,0.0003635041802980735,0.0003635041802980735,0.0003635041802980735,0.0003635041802980735,0.0003635041802980735,0.0003635041802980735,0.0003635041802980735,0.0003635041802980735,0.0003635041802980735,0.0003635041802980735,0.0003635041802980735,topic_5
• Today’s cases bring our combined total of confirmed and probable COVID-19 cases to 1492.⁣ ⁣ • We now have 1368 people reported as having recovered. ⁣ • Today there are two people in hospital – one each in Middlemore and North Shore hospitals. Neither are in ICU.⁣,real,0.0003779289493575209,0.0003779289493575209,0.0003779289493575209,0.0003779289493575209,0.0003779289493575209,0.6352985638699925,0.0003779289493575209,0.0003779289493575209,0.0003779289493575209,0.0003779289493575209,0.35752078609221466,0.0003779289493575209,0.0003779289493575209,0.0003779289493575209,0.0003779289493575209,0.0003779289493575209,0.0003779289493575209,0.0003779289493575209,0.0003779289493575209,0.0003779289493575209,0.0003779289493575209,topic_5
"???Covid is never going away! This is the beach today in Raleigh, North Carolina.??�",fake,0.0013227513227513238,0.0013227513227513238,0.0013227513227513238,0.0013227513227513238,0.0013227513227513238,0.9735449735449742,0.0013227513227513238,0.0013227513227513238,0.0013227513227513238,0.0013227513227513238,0.0013227513227513238,0.0013227513227513238,0.0013227513227513238,0.0013227513227513238,0.0013227513227513238,0.0013227513227513238,0.0013227513227513238,0.0013227513227513238,0.0013227513227513238,0.0013227513227513238,0.0013227513227513238,topic_5
Sadly there are 4 people in hospital today around the country with COVID-19. two are in a ward at North Shore Hospital two are in ICU one at North Shore and one at Waikato hospital. We are hoping for everyone’s full and speedy recovery.,real,0.0003935458480913029,0.0003935458480913029,0.0003935458480913029,0.0003935458480913029,0.0003935458480913029,0.9508067689885876,0.0003935458480913029,0.0003935458480913029,0.0003935458480913029,0.0003935458480913029,0.0003935458480913029,0.0003935458480913029,0.0003935458480913029,0.0003935458480913029,0.0003935458480913029,0.0003935458480913029,0.0003935458480913029,0.0003935458480913029,0.0003935458480913029,0.0417158598976781,0.0003935458480913029,topic_5
One of the previously reported cases is now considered to have recovered. Our total number of active cases is 116. Of those 39 are imported cases in MIQ facilities and 77 are community cases. ​⁣⁣ ​⁣⁣ ​⁣⁣,real,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.9905704856199896,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,topic_5
Modeling is all about assumptions. We assume a baseline general hospital occupancy rate of 60% across all hospitals accounting for hospitalized non-COVID patients. We assume that hospitals can increase their available beds for COVID patients by roughly double (207%).,real,0.00041050903119868663,0.00041050903119868663,0.00041050903119868663,0.00041050903119868663,0.00041050903119868663,0.6900656814449921,0.3021346469622333,0.00041050903119868663,0.00041050903119868663,0.00041050903119868663,0.00041050903119868663,0.00041050903119868663,0.00041050903119868663,0.00041050903119868663,0.00041050903119868663,0.00041050903119868663,0.00041050903119868663,0.00041050903119868663,0.00041050903119868663,0.00041050903119868663,0.00041050903119868663,topic_5
Yesterday our labs processed 9257 tests. Our total number of tests completed to date is 719320.​ ​ There are 159 people linked to the community cluster at the Auckland quarantine facility. This includes 85 people who have tested positive and their household contacts.,real,0.4661342797988757,0.00029577048210588564,0.00029577048210588564,0.00029577048210588564,0.00029577048210588564,0.5282460810411117,0.00029577048210588564,0.00029577048210588564,0.00029577048210588564,0.00029577048210588564,0.00029577048210588564,0.00029577048210588564,0.00029577048210588564,0.00029577048210588564,0.00029577048210588564,0.00029577048210588564,0.00029577048210588564,0.00029577048210588564,0.00029577048210588564,0.00029577048210588564,0.00029577048210588564,topic_5
📢#CoronaVirusUpdates: 📍#COVID19 India Tracker (As on 21 September 2020 08:00 AM) ➡️Confirmed cases: 5487580 ➡️Recovered: 4396399 (80.1%)👍 ➡️Active cases: 1003299 (18.3%) ➡️Deaths: 87882 (1.6%) #IndiaFightsCorona #IndiaWillWin #StaySafe Via @MoHFW_INDIA https://t.co/A1iirHpkQF,real,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.9905704856199896,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,topic_5
COVID-19 Update ​ ​ We have 5 new cases of COVID-19 in the community. 4 are Auckland-based and 1 is connected to the 2 Tokoroa cases and is currently in Waikato Hospital. ​ ​ This brings our total number of active cases to 101.,real,0.000496031746031746,0.000496031746031746,0.000496031746031746,0.000496031746031746,0.000496031746031746,0.5734126984126984,0.000496031746031746,0.000496031746031746,0.05257936507936506,0.000496031746031746,0.36507936507936506,0.000496031746031746,0.000496031746031746,0.000496031746031746,0.000496031746031746,0.000496031746031746,0.000496031746031746,0.000496031746031746,0.000496031746031746,0.000496031746031746,0.000496031746031746,topic_5
