tweet,label,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,Max
Retraction—Hydroxychloroquine or chloroquine with or without a macrolide for treatment of COVID-19: a multinational registry analysis - The Lancet https://t.co/L5V2x6G9or,fake,0.0008503401360544215,0.0008503401360544215,0.5365646258503399,0.0008503401360544215,0.0008503401360544215,0.0008503401360544215,0.0008503401360544215,0.4472789115646257,0.0008503401360544215,0.0008503401360544215,0.0008503401360544215,0.0008503401360544215,0.0008503401360544215,0.0008503401360544215,0.0008503401360544215,0.0008503401360544215,0.0008503401360544215,0.0008503401360544215,0.0008503401360544215,0.0008503401360544215,0.0008503401360544215,topic_2
Very intriguing possibility that mood changes and anxiety may be a function of invasion of the #coronavirus into the CNS and brain. https://t.co/q5kwqJmFRt,real,0.0010351966873706,0.0010351966873706,0.5445134575569356,0.0010351966873706,0.0010351966873706,0.0010351966873706,0.0010351966873706,0.0010351966873706,0.0010351966873706,0.21842650103519665,0.0010351966873706,0.0010351966873706,0.0010351966873706,0.0010351966873706,0.0010351966873706,0.0010351966873706,0.0010351966873706,0.0010351966873706,0.0010351966873706,0.0010351966873706,0.21842650103519665,topic_2
Do you have a cough fever or runny nose? If these symptoms came on suddenly there’s a good chance you could have #flu. Watch to find out what you should do next to #fightflu. https://t.co/fp3aSjumw4,real,0.0006706908115358817,0.0006706908115358817,0.4936284372904089,0.0006706908115358817,0.0006706908115358817,0.0006706908115358817,0.0006706908115358817,0.0006706908115358817,0.0006706908115358817,0.4936284372904089,0.0006706908115358817,0.0006706908115358817,0.0006706908115358817,0.0006706908115358817,0.0006706908115358817,0.0006706908115358817,0.0006706908115358817,0.0006706908115358817,0.0006706908115358817,0.0006706908115358817,0.0006706908115358817,topic_2
Camila Pitanga Brazilian actress contracted COVID-19 but said she caught malaria so she could take chloroquine without admitting she was wrong.,fake,0.0007806401249024201,0.0007806401249024201,0.9843871975019516,0.0007806401249024201,0.0007806401249024201,0.0007806401249024201,0.0007806401249024201,0.0007806401249024201,0.0007806401249024201,0.0007806401249024201,0.0007806401249024201,0.0007806401249024201,0.0007806401249024201,0.0007806401249024201,0.0007806401249024201,0.0007806401249024201,0.0007806401249024201,0.0007806401249024201,0.0007806401249024201,0.0007806401249024201,0.0007806401249024201,topic_2
Nasal flu vaccine side effects do not cause covid,fake,0.001831501831501832,0.001831501831501832,0.9633699633699636,0.001831501831501832,0.001831501831501832,0.001831501831501832,0.001831501831501832,0.001831501831501832,0.001831501831501832,0.001831501831501832,0.001831501831501832,0.001831501831501832,0.001831501831501832,0.001831501831501832,0.001831501831501832,0.001831501831501832,0.001831501831501832,0.001831501831501832,0.001831501831501832,0.001831501831501832,0.001831501831501832,topic_2
NEW PUBLICATION ➡️#COVID19 pandemic could cause #HIV treatment interruptions and allow an increase in new infections ➡️Programs should plan now to avoid these risks and save lives 🔰Full report https://t.co/0X4XeY1iIz Authors: @brittajewell JenniferSmith TimothyHallett https://t.co/mmRowJy5JR,real,0.0004714757190004711,0.19849127769919836,0.7925506836397919,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,0.0004714757190004711,topic_2
Thirty-nine GPs and specialists have written to the BMJ calling for action on long COVID. https://t.co/4Y5kGv3pF3 https://t.co/jTc1OucOmw,real,0.36701509872241583,0.0011614401858304302,0.6109175377468061,0.0011614401858304302,0.0011614401858304302,0.0011614401858304302,0.0011614401858304302,0.0011614401858304302,0.0011614401858304302,0.0011614401858304302,0.0011614401858304302,0.0011614401858304302,0.0011614401858304302,0.0011614401858304302,0.0011614401858304302,0.0011614401858304302,0.0011614401858304302,0.0011614401858304302,0.0011614401858304302,0.0011614401858304302,0.0011614401858304302,topic_2
#coronavirus This is how scientists believe #coronavirus affects the body. https://t.co/mLmhAN3TJf,fake,0.0022675736961451235,0.0022675736961451235,0.9546485260770968,0.0022675736961451235,0.0022675736961451235,0.0022675736961451235,0.0022675736961451235,0.0022675736961451235,0.0022675736961451235,0.0022675736961451235,0.0022675736961451235,0.0022675736961451235,0.0022675736961451235,0.0022675736961451235,0.0022675736961451235,0.0022675736961451235,0.0022675736961451235,0.0022675736961451235,0.0022675736961451235,0.0022675736961451235,0.0022675736961451235,topic_2
A DNA vaccine* has been shown to work in rhesus monkeys; after exposing the vaccinated monkeys to COVID they had less virus in their lungs. Read the study from @ScienceMagazine --&gt; https://t.co/lr8f3qmP5v,real,0.0005537098560354376,0.3493909191583611,0.6400885935769658,0.0005537098560354376,0.0005537098560354376,0.0005537098560354376,0.0005537098560354376,0.0005537098560354376,0.0005537098560354376,0.0005537098560354376,0.0005537098560354376,0.0005537098560354376,0.0005537098560354376,0.0005537098560354376,0.0005537098560354376,0.0005537098560354376,0.0005537098560354376,0.0005537098560354376,0.0005537098560354376,0.0005537098560354376,0.0005537098560354376,topic_2
STUDY: COVID was likely in the mix of Seattle’s early 2020 flu season. https://t.co/t6s1HdB0MH,real,0.001322751322751324,0.001322751322751324,0.5568783068783073,0.001322751322751324,0.001322751322751324,0.001322751322751324,0.001322751322751324,0.001322751322751324,0.001322751322751324,0.001322751322751324,0.001322751322751324,0.001322751322751324,0.001322751322751324,0.001322751322751324,0.001322751322751324,0.001322751322751324,0.001322751322751324,0.001322751322751324,0.001322751322751324,0.4179894179894183,0.001322751322751324,topic_2
Antibodies for the common cold produce a positive COVID-19 test. False-positive results from COVID-19 antibody testing are behind the COVID-19 cases reported in the U.S.,fake,0.0005537098560354376,0.0005537098560354376,0.6982281284606867,0.0005537098560354376,0.0005537098560354376,0.0005537098560354376,0.2912513842746401,0.0005537098560354376,0.0005537098560354376,0.0005537098560354376,0.0005537098560354376,0.0005537098560354376,0.0005537098560354376,0.0005537098560354376,0.0005537098560354376,0.0005537098560354376,0.0005537098560354376,0.0005537098560354376,0.0005537098560354376,0.0005537098560354376,0.0005537098560354376,topic_2
New findings confirm earlier research showing a major increase in physician employment by hospitals over the past decade. https://t.co/WOOlRIgvKu,real,0.0007806401249024201,0.0007806401249024201,0.6565183450429353,0.0007806401249024201,0.08274785323965653,0.0007806401249024201,0.0007806401249024201,0.0007806401249024201,0.0007806401249024201,0.0007806401249024201,0.0007806401249024201,0.0007806401249024201,0.0007806401249024201,0.0007806401249024201,0.0007806401249024201,0.24668227946916474,0.0007806401249024201,0.0007806401249024201,0.0007806401249024201,0.0007806401249024201,0.0007806401249024201,topic_2
Joe Diffie???s death was labeled ???as a COVID-19 death and it wasn???t!??�,fake,0.0011614401858304302,0.0011614401858304302,0.9767711962833916,0.0011614401858304302,0.0011614401858304302,0.0011614401858304302,0.0011614401858304302,0.0011614401858304302,0.0011614401858304302,0.0011614401858304302,0.0011614401858304302,0.0011614401858304302,0.0011614401858304302,0.0011614401858304302,0.0011614401858304302,0.0011614401858304302,0.0011614401858304302,0.0011614401858304302,0.0011614401858304302,0.0011614401858304302,0.0011614401858304302,topic_2
"Says ""there is no"" COVID-19 virus.",fake,0.00432900432900433,0.00432900432900433,0.4588744588744589,0.00432900432900433,0.00432900432900433,0.00432900432900433,0.00432900432900433,0.00432900432900433,0.00432900432900433,0.00432900432900433,0.00432900432900433,0.4588744588744589,0.00432900432900433,0.00432900432900433,0.00432900432900433,0.00432900432900433,0.00432900432900433,0.00432900432900433,0.00432900432900433,0.00432900432900433,0.00432900432900433,topic_2
